"CO_ANO";"SUBSTANCIA";"NO_PAIS";"EX_FOB.x";"QUANTIDADE_TON";"percentual_PAIS"
"2017";"Argilas Comuns";"Espanha";690165;1122,269;0,196
"2017";"Argilas Comuns";"Estados Unidos";56030535;150169,483;15,95
"2017";"Argilas Comuns";"Filipinas";7630;14,456;0,002
"2017";"Argilas Comuns";"França";119000;36,768;0,034
"2017";"Argilas Comuns";"Gabão";128228;650,177;0,037
"2017";"Argilas Comuns";"Gâmbia";75771;450,896;0,022
"2017";"Argilas Comuns";"Gana";55116;44,477;0,016
"2017";"Argilas Comuns";"Geórgia";955111;2759,915;0,272
"2017";"Argilas Comuns";"Granada";441491;1979,9;0,126
"2017";"Argilas Comuns";"Grécia";65000;295,879;0,019
"2017";"Argilas Comuns";"Guadalupe";168788;510,443;0,048
"2017";"Argilas Comuns";"Guatemala";3941781;16573,415;1,122
"2017";"Argilas Comuns";"Guiana";2671036;13220,761;0,76
"2017";"Argilas Comuns";"Guiana Francesa";65956;334,628;0,019
"2017";"Argilas Comuns";"Guiné";9708;52,819;0,003
"2017";"Argilas Comuns";"Guiné Equatorial";55954;233,072;0,016
"2017";"Argilas Comuns";"Haiti";7361807;40614,242;2,096
"2017";"Argilas Comuns";"Honduras";10023922;55109,55;2,853
"2017";"Argilas Comuns";"Hong Kong";24985;51,263;0,007
"2017";"Argilas Comuns";"Índia";199795;611,191;0,057
"2017";"Argilas Comuns";"Irlanda";69865;153,105;0,02
"2017";"Argilas Comuns";"Israel";135342;270,58;0,039
"2017";"Argilas Comuns";"Itália";71163;93,012;0,02
"2017";"Argilas Comuns";"Jamaica";8980810;46433,596;2,556
"2017";"Argilas Comuns";"Japão";79339;113,234;0,023
"2017";"Argilas Comuns";"Jordânia";29387;77,903;0,008
"2017";"Argilas Comuns";"Líbano";33646;103,82;0,01
"2017";"Argilas Comuns";"Libéria";630139;2940,543;0,179
"2017";"Argilas Comuns";"Malásia";31893;103,099;0,009
"2017";"Argilas Comuns";"Mali";11083;55,474;0,003
"2017";"Argilas Comuns";"Malta";37830;77,024;0,011
"2017";"Argilas Comuns";"Martinica";131902;522,043;0,038
"2017";"Argilas Comuns";"Maurício";257296;1312,329;0,073
"2017";"Argilas Comuns";"Mauritânia";22826;131,109;0,006
"2017";"Argilas Comuns";"México";3293579;10363,91;0,938
"2017";"Argilas Comuns";"Moçambique";465859;2290,105;0,133
"2017";"Argilas Comuns";"Namíbia";46450;102,571;0,013
"2017";"Argilas Comuns";"Nicarágua";1186209;7020,335;0,338
"2017";"Argilas Comuns";"Níger";14996;41,233;0,004
"2017";"Argilas Comuns";"Nigéria";330210;1105,328;0,094
"2017";"Argilas Comuns";"Noruega";33287;7,85;0,009
"2017";"Argilas Comuns";"Nova Zelândia";164799;317,302;0,047
"2017";"Argilas Comuns";"Omã";151000;282,371;0,043
"2017";"Argilas Comuns";"Países Baixos (Holanda)";128167;324,314;0,036
"2017";"Argilas Comuns";"Palestina";88075;179,176;0,025
"2017";"Argilas Comuns";"Panamá";10682468;53441,028;3,041
"2017";"Argilas Comuns";"Paquistão";286026;743,941;0,081
"2017";"Argilas Comuns";"Paraguai";47749509;225357,621;13,592
"2017";"Argilas Comuns";"Peru";5645507;22185,118;1,607
"2017";"Argilas Comuns";"Polônia";601509;1575,178;0,171
"2017";"Argilas Comuns";"Porto Rico";3303845;14774,301;0,94
"2017";"Argilas Comuns";"Portugal";526685;1296,079;0,15
"2017";"Argilas Comuns";"Quênia";372269;1410,341;0,106
"2017";"Argilas Comuns";"Reino Unido";4900261;9910,259;1,395
"2017";"Argilas Comuns";"República Dominicana";19564329;112114,925;5,569
"2017";"Argilas Comuns";"Reunião";64659;310,121;0,018
"2017";"Argilas Comuns";"Romênia";1826;2,24;0,001
"2017";"Argilas Comuns";"Rússia";20549;0,056;0,006
"2017";"Argilas Comuns";"Samoa Americana";11150;25,548;0,003
"2017";"Argilas Comuns";"Santa Lúcia";588373;2739,685;0,167
"2017";"Argilas Comuns";"São Cristóvão e Névis";106462;503,759;0,03
"2017";"Argilas Comuns";"São Tomé e Príncipe";17380;104,75;0,005
"2017";"Argilas Comuns";"São Vicente e Granadinas";444456;1966,031;0,127
"2017";"Argilas Comuns";"Seicheles";222147;1026,963;0,063
"2017";"Argilas Comuns";"Senegal";73294;337,065;0,021
"2017";"Argilas Comuns";"Serra Leoa";275191;1423,372;0,078
"2017";"Argilas Comuns";"Sérvia";10952;52,406;0,003
"2017";"Argilas Comuns";"Sint Maarten";5196;26,73;0,001
"2017";"Argilas Comuns";"Síria";17015;26,043;0,005
"2017";"Argilas Comuns";"Sudão";11077;25,824;0,003
"2017";"Argilas Comuns";"Suécia";61299;154,024;0,017
"2017";"Argilas Comuns";"Suíça";1749;0,026;0
"2017";"Argilas Comuns";"Suriname";1880224;9948,698;0,535
"2017";"Argilas Comuns";"Tailândia";3539;0,587;0,001
"2017";"Argilas Comuns";"Taiwan (Formosa)";188478;405,044;0,054
"2017";"Argilas Comuns";"Tanzânia";10157;50,87;0,003
"2017";"Argilas Comuns";"Togo";134610;823,181;0,038
"2017";"Argilas Comuns";"Trinidad e Tobago";6576469;32206,236;1,872
"2017";"Argilas Comuns";"Turcas e Caicos, Ilhas";187971;785,727;0,054
"2017";"Argilas Comuns";"Uganda";15056;77,738;0,004
"2017";"Argilas Comuns";"Uruguai";16541769;106538,901;4,709
"2017";"Argilas Comuns";"Venezuela";219928;640,72;0,063
"2017";"Argilas Comuns";"Vietnã";56247;100,545;0,016
"2017";"Argilas Comuns";"Virgens, Ilhas (Americanas)";58103;287,788;0,017
"2017";"Argilas Comuns";"Virgens, Ilhas (Britânicas)";52889;285,393;0,015
"2018";"Argilas Comuns";"África do Sul";6148862;34647,926;1,334
"2018";"Argilas Comuns";"Alemanha";1330816;4867,34;0,289
"2018";"Argilas Comuns";"Angola";670439;2625,713;0,145
"2018";"Argilas Comuns";"Anguilla";33100;103,126;0,007
"2018";"Argilas Comuns";"Antígua e Barbuda";467348;2035,94;0,101
"2018";"Argilas Comuns";"Antilhas Holandesas";102773;421,501;0,022
"2018";"Argilas Comuns";"Arábia Saudita";176790;445,131;0,038
"2018";"Argilas Comuns";"Argélia";5334;10,254;0,001
"2018";"Argilas Comuns";"Argentina";47195310;109171,041;10,237
"2018";"Argilas Comuns";"Aruba";502100;1697,423;0,109
"2018";"Argilas Comuns";"Austrália";2440394;5495,62;0,529
"2018";"Argilas Comuns";"Bahamas";657328;2866,049;0,143
"2018";"Argilas Comuns";"Barbados";842458;3698,51;0,183
"2018";"Argilas Comuns";"Barein";401714;1017,989;0,087
"2018";"Argilas Comuns";"Bélgica";2503967;4986,522;0,543
"2018";"Argilas Comuns";"Belize";431820;1544,055;0,094
"2018";"Argilas Comuns";"Benin";25552;130,414;0,006
"2018";"Argilas Comuns";"Bolívia";14713971;58403,165;3,191
"2018";"Argilas Comuns";"Bonaire, Saint Eustatius e Saba";98038;300,261;0,021
"2018";"Argilas Comuns";"Bósnia-Herzegovina";17383;46,373;0,004
"2018";"Argilas Comuns";"Botsuana";4991;19,456;0,001
"2018";"Argilas Comuns";"Cabo Verde";116544;579,531;0,025
"2018";"Argilas Comuns";"Camarões";52754;258,714;0,011
"2018";"Argilas Comuns";"Canadá";2202388;6454,541;0,478
"2018";"Argilas Comuns";"Catar";90789;268,765;0,02
"2018";"Argilas Comuns";"Cayman, Ilhas";149069;514,509;0,032
"2018";"Argilas Comuns";"Chile";20019004;77062,68;4,342
"2018";"Argilas Comuns";"China";850191;137,905;0,184
"2018";"Argilas Comuns";"Chipre";7;0;0
"2018";"Argilas Comuns";"Cingapura";38161;76,433;0,008
"2018";"Argilas Comuns";"Colômbia";16526459;77934,741;3,585
"2018";"Argilas Comuns";"Congo, República Democrática";8202;52,994;0,002
"2018";"Argilas Comuns";"Coreia do Sul";22433;0,93;0,005
"2018";"Argilas Comuns";"Costa do Marfim";156563;810,583;0,034
"2018";"Argilas Comuns";"Costa Rica";5006739;24791,159;1,086
"2018";"Argilas Comuns";"Coveite (Kuweit)";281252;655,208;0,061
"2018";"Argilas Comuns";"Cuba";2105018;4611,005;0,457
"2018";"Argilas Comuns";"Curaçao";528520;2117,543;0,115
"2018";"Argilas Comuns";"Dominica";184907;893,442;0,04
"2018";"Argilas Comuns";"El Salvador";305569;1467,438;0,066
"2018";"Argilas Comuns";"Emirados Árabes Unidos";2050576;4934,409;0,445
"2018";"Argilas Comuns";"Equador";4477460;10147,34;0,971
"2018";"Argilas Comuns";"Espanha";621055;1100,846;0,135
"2018";"Argilas Comuns";"Estados Unidos";70528192;206427,31;15,297
"2018";"Argilas Comuns";"Fiji";41175;178,521;0,009
"2018";"Argilas Comuns";"Filipinas";18128;45,222;0,004
"2018";"Argilas Comuns";"França";787420;2140,972;0,171
"2018";"Argilas Comuns";"Gabão";143443;642,518;0,031
"2018";"Argilas Comuns";"Gâmbia";100279;578,487;0,022
"2018";"Argilas Comuns";"Gana";125213;460,658;0,027
"2018";"Argilas Comuns";"Geórgia";671678;2208,324;0,146
"2018";"Argilas Comuns";"Granada";363976;1565,469;0,079
"2018";"Argilas Comuns";"Grécia";192420;955,457;0,042
"2018";"Argilas Comuns";"Guadalupe";167398;591,406;0,036
"2018";"Argilas Comuns";"Guatemala";4310302;19875,678;0,935
"2018";"Argilas Comuns";"Guiana";2972311;12665,169;0,645
"2018";"Argilas Comuns";"Guiana Francesa";75018;363,352;0,016
"2018";"Argilas Comuns";"Guiné Equatorial";21772;105,322;0,005
"2018";"Argilas Comuns";"Haiti";8388179;46930,157;1,819
"2018";"Argilas Comuns";"Honduras";11129761;62392,758;2,414
"2018";"Argilas Comuns";"Hong Kong";59;0,005;0
"2018";"Argilas Comuns";"Índia";100441;311,841;0,022
"2018";"Argilas Comuns";"Irlanda";93728;205,886;0,02
"2018";"Argilas Comuns";"Israel";174553;368,122;0,038
"2018";"Argilas Comuns";"Itália";48129;160,555;0,01
"2018";"Argilas Comuns";"Jamaica";8145821;42337,085;1,767
"2018";"Argilas Comuns";"Japão";62371;110,101;0,014
"2018";"Argilas Comuns";"Letônia";5724;26,65;0,001
"2018";"Argilas Comuns";"Líbano";244803;1190,522;0,053
"2018";"Argilas Comuns";"Libéria";402287;1561,759;0,087
"2018";"Argilas Comuns";"Malásia";1260;0,035;0
"2018";"Argilas Comuns";"Malta";46095;103,172;0,01
"2018";"Argilas Comuns";"Marshall, Ilhas";30;0,003;0
"2018";"Argilas Comuns";"Martinica";43915;179,157;0,01
"2018";"Argilas Comuns";"Maurício";355147;1904,37;0,077
"2018";"Argilas Comuns";"Mayotte";675;4,048;0
"2018";"Argilas Comuns";"México";2193999;7141,705;0,476
"2018";"Argilas Comuns";"Moçambique";985826;4372,415;0,214
"2018";"Argilas Comuns";"Montserrat";5549;25,496;0,001
"2018";"Argilas Comuns";"Namíbia";130460;518,619;0,028
"2018";"Argilas Comuns";"Nicarágua";989323;5732,338;0,215
"2018";"Argilas Comuns";"Nigéria";209260;630,247;0,045
"2018";"Argilas Comuns";"Noruega";726;0;0
"2018";"Argilas Comuns";"Nova Zelândia";494022;1007,084;0,107
"2018";"Argilas Comuns";"Omã";152040;319,191;0,033
"2018";"Argilas Comuns";"Países Baixos (Holanda)";315414;865,703;0,068
"2018";"Argilas Comuns";"Palestina";29692;52,468;0,006
"2018";"Argilas Comuns";"Panamá";10807830;56364,995;2,344
"2018";"Argilas Comuns";"Papua Nova Guiné";14888;26,877;0,003
"2018";"Argilas Comuns";"Paquistão";90049;256,958;0,02
"2018";"Argilas Comuns";"Paraguai";49315201;247839,593;10,696
"2018";"Argilas Comuns";"Peru";9450053;37820,373;2,05
"2018";"Argilas Comuns";"Polônia";296083;590,648;0,064
"2018";"Argilas Comuns";"Porto Rico";6610520;29823,606;1,434
"2018";"Argilas Comuns";"Portugal";559866;1237,249;0,121
"2018";"Argilas Comuns";"Quênia";625834;3003,935;0,136
"2018";"Argilas Comuns";"Reino Unido";3361452;7152,152;0,729
"2018";"Argilas Comuns";"República Centro-Africana";21070;132,415;0,005
"2018";"Argilas Comuns";"República Dominicana";101572340;116950,335;22,031
"2018";"Argilas Comuns";"Reunião";18149;79,701;0,004
"2018";"Argilas Comuns";"Romênia";35840;174,096;0,008
"2018";"Argilas Comuns";"Rússia";44993;217,624;0,01
"2018";"Argilas Comuns";"Santa Lúcia";577599;2795,312;0,125
"2018";"Argilas Comuns";"São Bartolomeu";16567;47,328;0,004
"2018";"Argilas Comuns";"São Cristóvão e Névis";179184;883,298;0,039
"2018";"Argilas Comuns";"São Martinho, Ilha de (parte francesa)";39580;77,589;0,009
"2018";"Argilas Comuns";"São Tomé e Príncipe";70537;422,025;0,015
"2018";"Argilas Comuns";"São Vicente e Granadinas";417920;1999,117;0,091
"2018";"Argilas Comuns";"Seicheles";159237;816,702;0,035
"2018";"Argilas Comuns";"Senegal";265640;992,47;0,058
"2018";"Argilas Comuns";"Serra Leoa";214787;1070,883;0,047
"2018";"Argilas Comuns";"Sint Maarten";135765;431,896;0,029
"2018";"Argilas Comuns";"Síria";21000;40,198;0,005
"2018";"Argilas Comuns";"Suécia";19;0,09;0
"2018";"Argilas Comuns";"Suriname";2217657;11715,349;0,481
"2018";"Argilas Comuns";"Tailândia";356;0,012;0
"2018";"Argilas Comuns";"Taiwan (Formosa)";185307;335,807;0,04
"2018";"Argilas Comuns";"Tanzânia";16459;72,241;0,004
"2018";"Argilas Comuns";"Trinidad e Tobago";6215624;30511,666;1,348
"2018";"Argilas Comuns";"Turcas e Caicos, Ilhas";216024;874,537;0,047
"2018";"Argilas Comuns";"Uruguai";17019595;109762,595;3,692
"2018";"Argilas Comuns";"Venezuela";85187;256,675;0,018
"2018";"Argilas Comuns";"Vietnã";84006;145,438;0,018
"2018";"Argilas Comuns";"Virgens, Ilhas (Americanas)";117327;574,616;0,025
"2018";"Argilas Comuns";"Virgens, Ilhas (Britânicas)";133902;652,953;0,029
"2016";"Argilas Plásticas";"África do Sul";6661596;32652,887;1,983
"2016";"Argilas Plásticas";"Alemanha";8839890;27005,885;2,632
"2016";"Argilas Plásticas";"Angola";957573;3319,362;0,285
"2016";"Argilas Plásticas";"Anguilla";47326;128,995;0,014
"2016";"Argilas Plásticas";"Antígua e Barbuda";458955;1983,77;0,137
"2016";"Argilas Plásticas";"Antilhas Holandesas";579051;2577,01;0,172
"2016";"Argilas Plásticas";"Arábia Saudita";957466;2454,776;0,285
"2016";"Argilas Plásticas";"Argentina";28417424;63325,278;8,461
"2016";"Argilas Plásticas";"Aruba";297755;822,054;0,089
"2016";"Argilas Plásticas";"Austrália";3526268;6555,985;1,05
"2016";"Argilas Plásticas";"Bahamas";598457;2728,601;0,178
"2016";"Argilas Plásticas";"Barbados";1060406;4634,169;0,316
"2016";"Argilas Plásticas";"Barein";422749;1077,925;0,126
"2016";"Argilas Plásticas";"Bélgica";1857661;3822,816;0,553
"2016";"Argilas Plásticas";"Belize";373515;1420,709;0,111
"2016";"Argilas Plásticas";"Benin";61141;360,84;0,018
"2016";"Argilas Plásticas";"Bolívia";18583310;58294,049;5,533
"2016";"Argilas Plásticas";"Bonaire, Saint Eustatius e Saba";21245;46,823;0,006
"2016";"Argilas Plásticas";"Botsuana";243;0,003;0
"2016";"Argilas Plásticas";"Burkina Faso";8715;2,155;0,003
"2016";"Argilas Plásticas";"Cabo Verde";150373;763,678;0,045
"2016";"Argilas Plásticas";"Camarões";107027;570,898;0,032
"2016";"Argilas Plásticas";"Canadá";3054632;6549,325;0,909
"2016";"Argilas Plásticas";"Canárias, Ilhas";774;0,046;0
"2016";"Argilas Plásticas";"Catar";305867;994,909;0,091
"2016";"Argilas Plásticas";"Cayman, Ilhas";78636;298,175;0,023
"2016";"Argilas Plásticas";"Chile";20503754;70369,547;6,105
"2016";"Argilas Plásticas";"China";509631;133,738;0,152
"2016";"Argilas Plásticas";"Cingapura";44123;63,173;0,013
"2016";"Argilas Plásticas";"Colômbia";14412024;63652,98;4,291
"2016";"Argilas Plásticas";"Congo";38228;194,157;0,011
"2016";"Argilas Plásticas";"Coreia do Sul";402342;301,233;0,12
"2016";"Argilas Plásticas";"Costa do Marfim";146353;834,068;0,044
"2016";"Argilas Plásticas";"Costa Rica";6139903;31921,233;1,828
"2016";"Argilas Plásticas";"Coveite (Kuweit)";528969;1616,334;0,157
"2016";"Argilas Plásticas";"Cuba";412523;1106,805;0,123
"2016";"Argilas Plásticas";"Curaçao";174439;436,2;0,052
"2016";"Argilas Plásticas";"Dominica";190776;1031,942;0,057
"2016";"Argilas Plásticas";"El Salvador";308943;882,061;0,092
"2016";"Argilas Plásticas";"Emirados Árabes Unidos";1216970;2743,868;0,362
"2016";"Argilas Plásticas";"Equador";171312;177,421;0,051
"2016";"Argilas Plásticas";"Espanha";637662;1321,761;0,19
"2016";"Argilas Plásticas";"Estados Unidos";53908505;123837,936;16,051
"2016";"Argilas Plásticas";"Estônia";48900;24,07;0,015
"2016";"Argilas Plásticas";"Etiópia";16678;6,178;0,005
"2016";"Argilas Plásticas";"Fiji";244;0,044;0
"2016";"Argilas Plásticas";"Filipinas";56138;95,348;0,017
"2016";"Argilas Plásticas";"Finlândia";672083;68,1;0,2
"2016";"Argilas Plásticas";"França";26734;1,005;0,008
"2016";"Argilas Plásticas";"Gabão";192340;1035,556;0,057
"2016";"Argilas Plásticas";"Gâmbia";138840;815,558;0,041
"2016";"Argilas Plásticas";"Gana";117226;360,592;0,035
"2016";"Argilas Plásticas";"Geórgia";65900;180,793;0,02
"2016";"Argilas Plásticas";"Granada";417003;1969,91;0,124
"2016";"Argilas Plásticas";"Grécia";60666;199,554;0,018
"2016";"Argilas Plásticas";"Guadalupe";149688;570,345;0,045
"2016";"Argilas Plásticas";"Guatemala";4358206;21437,529;1,298
"2016";"Argilas Plásticas";"Guiana";2362838;11807,784;0,704
"2016";"Argilas Plásticas";"Guiana Francesa";195770;761,137;0,058
"2016";"Argilas Plásticas";"Guiné";26285;138,573;0,008
"2016";"Argilas Plásticas";"Guiné Equatorial";302550;1775,385;0,09
"2016";"Argilas Plásticas";"Haiti";5569986;29477,119;1,658
"2016";"Argilas Plásticas";"Honduras";8122354;45776,354;2,418
"2016";"Argilas Plásticas";"Hong Kong";43;0,06;0
"2016";"Argilas Plásticas";"Índia";288260;384,33;0,086
"2016";"Argilas Plásticas";"Indonésia";3818;0,067;0,001
"2016";"Argilas Plásticas";"Iraque";509;0,09;0
"2016";"Argilas Plásticas";"Irlanda";296950;323,463;0,088
"2016";"Argilas Plásticas";"Israel";180902;421,296;0,054
"2016";"Argilas Plásticas";"Itália";123437;655,888;0,037
"2016";"Argilas Plásticas";"Jamaica";7679236;42551,819;2,286
"2016";"Argilas Plásticas";"Japão";67481;106,46;0,02
"2016";"Argilas Plásticas";"Líbano";124471;286,741;0,037
"2016";"Argilas Plásticas";"Libéria";462759;2240,619;0,138
"2016";"Argilas Plásticas";"Líbia";144;0,014;0
"2016";"Argilas Plásticas";"Lituânia";421;0,003;0
"2016";"Argilas Plásticas";"Madagascar";6722;26,258;0,002
"2016";"Argilas Plásticas";"Malásia";23654;49,923;0,007
"2016";"Argilas Plásticas";"Malavi";392;0,005;0
"2016";"Argilas Plásticas";"Mali";14928;83,21;0,004
"2016";"Argilas Plásticas";"Malta";11810;26,172;0,004
"2016";"Argilas Plásticas";"Martinica";151956;624,851;0,045
"2016";"Argilas Plásticas";"Maurício";119895;598,214;0,036
"2016";"Argilas Plásticas";"México";4749700;12265,551;1,414
"2016";"Argilas Plásticas";"Moçambique";572360;2415,543;0,17
"2016";"Argilas Plásticas";"Montserrat";9981;52,044;0,003
"2016";"Argilas Plásticas";"Namíbia";165005;388,07;0,049
"2016";"Argilas Plásticas";"Nicarágua";1138951;6802,029;0,339
"2016";"Argilas Plásticas";"Nigéria";429434;1531,222;0,128
"2016";"Argilas Plásticas";"Niue";738;0,011;0
"2016";"Argilas Plásticas";"Nova Zelândia";110638;228,844;0,033
"2016";"Argilas Plásticas";"Omã";3031;2,695;0,001
"2016";"Argilas Plásticas";"Países Baixos (Holanda)";239986;486,378;0,071
"2016";"Argilas Plásticas";"Panamá";10655223;52103,398;3,172
"2016";"Argilas Plásticas";"Paquistão";393259;968,153;0,117
"2016";"Argilas Plásticas";"Paraguai";42127990;179176,181;12,543
"2016";"Argilas Plásticas";"Peru";10387782;44036,8;3,093
"2016";"Argilas Plásticas";"Polônia";343727;620,38;0,102
"2016";"Argilas Plásticas";"Porto Rico";4346688;19732,783;1,294
"2016";"Argilas Plásticas";"Portugal";913755;1926,041;0,272
"2016";"Argilas Plásticas";"Quênia";19727;8,555;0,006
"2016";"Argilas Plásticas";"Reino Unido";5152346;10165,886;1,534
"2016";"Argilas Plásticas";"República Dominicana";19621498;117964,531;5,842
"2016";"Argilas Plásticas";"Reunião";31592;185,429;0,009
"2016";"Argilas Plásticas";"Ruanda";44;0,003;0
"2016";"Argilas Plásticas";"Rússia";99144;4,619;0,03
"2016";"Argilas Plásticas";"Samoa Americana";24713;52,896;0,007
"2016";"Argilas Plásticas";"Santa Lúcia";500227;2527,138;0,149
"2016";"Argilas Plásticas";"São Cristóvão e Névis";107617;609,204;0,032
"2016";"Argilas Plásticas";"São Tomé e Príncipe";13965;49,802;0,004
"2016";"Argilas Plásticas";"São Vicente e Granadinas";488767;2237,062;0,146
"2016";"Argilas Plásticas";"Seicheles";169398;738,513;0,05
"2016";"Argilas Plásticas";"Senegal";96656;406,957;0,029
"2016";"Argilas Plásticas";"Serra Leoa";561683;3041,938;0,167
"2016";"Argilas Plásticas";"Sérvia";19084;36,989;0,006
"2016";"Argilas Plásticas";"Sint Maarten";4164;25,59;0,001
"2016";"Argilas Plásticas";"Suazilândia";21726;106,323;0,006
"2016";"Argilas Plásticas";"Suécia";79968;180,331;0,024
"2016";"Argilas Plásticas";"Suíça";4820;0,338;0,001
"2016";"Argilas Plásticas";"Suriname";1484161;7889,405;0,442
"2016";"Argilas Plásticas";"Tailândia";24368;0,337;0,007
"2016";"Argilas Plásticas";"Taiwan (Formosa)";172511;281,491;0,051
"2016";"Argilas Plásticas";"Tanzânia";64;0,001;0
"2016";"Argilas Plásticas";"Togo";182769;1083,493;0,054
"2016";"Argilas Plásticas";"Trinidad e Tobago";6298169;31628,049;1,875
"2016";"Argilas Plásticas";"Tunísia";366;0,064;0
"2016";"Argilas Plásticas";"Turcas e Caicos, Ilhas";126895;573,049;0,038
"2016";"Argilas Plásticas";"Turquia";95;0,008;0
"2016";"Argilas Plásticas";"Ucrânia";260;0,003;0
"2016";"Argilas Plásticas";"Uganda";47;0,001;0
"2016";"Argilas Plásticas";"Uruguai";13567872;63785,985;4,04
"2016";"Argilas Plásticas";"Venezuela";643988;2841,337;0,192
"2016";"Argilas Plásticas";"Virgens, Ilhas (Americanas)";70529;394,698;0,021
"2016";"Argilas Plásticas";"Virgens, Ilhas (Britânicas)";51330;292,945;0,015
"2016";"Argilas Plásticas";"Zâmbia";1267;0,016;0
"2016";"Argilas Plásticas";"Zimbábue";4405;26,588;0,001
"2017";"Argilas Plásticas";"África do Sul";120163;185,851;0,195
"2017";"Argilas Plásticas";"Alemanha";15581;1,114;0,025
"2017";"Argilas Plásticas";"Angola";97946;18,056;0,159
"2017";"Argilas Plásticas";"Antilhas Holandesas";2375;0,672;0,004
"2017";"Argilas Plásticas";"Arábia Saudita";290938;268,409;0,473
"2017";"Argilas Plásticas";"Argélia";575;0,021;0,001
"2017";"Argilas Plásticas";"Argentina";9341646;6087,591;15,185
